FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
2019-01-09,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1562,FLL,"Fort Lauderdale, FL",EWR,"Newark, NJ",1155,1151.0,-4.0,19.0,1210.0,1443.0,4.0,1501,1447.0,-14.0,0.0,,0.0,186.0,176.0,153.0,1065.0,,,,,
2022-11-19,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1149,MSP,"Minneapolis, MN",SEA,"Seattle, WA",2120,2114.0,-6.0,9.0,2123.0,2232.0,38.0,2315,2310.0,-5.0,0.0,,0.0,235.0,236.0,189.0,1399.0,,,,,
2022-07-22,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,459,DEN,"Denver, CO",MSP,"Minneapolis, MN",954,1000.0,6.0,20.0,1020.0,1247.0,5.0,1252,1252.0,0.0,0.0,,0.0,118.0,112.0,87.0,680.0,,,,,
2023-03-06,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2295,MSP,"Minneapolis, MN",SFO,"San Francisco, CA",1609,1608.0,-1.0,27.0,1635.0,1844.0,9.0,1829,1853.0,24.0,0.0,,0.0,260.0,285.0,249.0,1589.0,0.0,0.0,24.0,0.0,0.0
2020-02-23,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,407,MCO,"Orlando, FL",DFW,"Dallas/Fort Worth, TX",1840,1838.0,-2.0,15.0,1853.0,2026.0,14.0,2041,2040.0,-1.0,0.0,,0.0,181.0,182.0,153.0,985.0,,,,,
2019-07-31,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,665,DAL,"Dallas, TX",OKC,"Oklahoma City, OK",1010,1237.0,147.0,15.0,1252.0,1328.0,3.0,1110,1331.0,141.0,0.0,,0.0,60.0,54.0,36.0,181.0,141.0,0.0,0.0,0.0,0.0
2023-06-11,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2134,DCA,"Washington, DC",BOS,"Boston, MA",1010,1001.0,-9.0,23.0,1024.0,1122.0,8.0,1159,1130.0,-29.0,0.0,,0.0,109.0,89.0,58.0,399.0,,,,,
2019-07-08,Republic Airline,Republic Airline: YX,YX,20452,4464,HSV,"Huntsville, AL",DCA,"Washington, DC",1643,1637.0,-6.0,22.0,1659.0,1927.0,41.0,1945,2008.0,23.0,0.0,,0.0,122.0,151.0,88.0,613.0,0.0,0.0,23.0,0.0,0.0
2023-02-12,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,590,IAH,"Houston, TX",LAX,"Los Angeles, CA",530,527.0,-3.0,11.0,538.0,658.0,8.0,717,706.0,-11.0,0.0,,0.0,227.0,219.0,200.0,1379.0,,,,,
2020-08-22,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,223,SEA,"Seattle, WA",FAI,"Fairbanks, AK",2125,2116.0,-9.0,19.0,2135.0,2353.0,3.0,2355,2356.0,1.0,0.0,,0.0,210.0,220.0,198.0,1533.0,,,,,
2021-06-11,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2820,ATL,"Atlanta, GA",BDL,"Hartford, CT",1850,1959.0,69.0,14.0,2013.0,2208.0,4.0,2112,2212.0,60.0,0.0,,0.0,142.0,133.0,115.0,859.0,60.0,0.0,0.0,0.0,0.0
2020-07-31,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2107,RDU,"Raleigh/Durham, NC",DFW,"Dallas/Fort Worth, TX",1207,1201.0,-6.0,14.0,1215.0,1346.0,11.0,1358,1357.0,-1.0,0.0,,0.0,171.0,176.0,151.0,1061.0,,,,,
2021-08-05,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,430,MDW,"Chicago, IL",BNA,"Nashville, TN",820,826.0,6.0,10.0,836.0,935.0,6.0,940,941.0,1.0,0.0,,0.0,80.0,75.0,59.0,395.0,,,,,
2019-11-20,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1065,BDL,"Hartford, CT",ATL,"Atlanta, GA",600,555.0,-5.0,15.0,610.0,802.0,6.0,840,808.0,-32.0,0.0,,0.0,160.0,133.0,112.0,859.0,,,,,
2020-04-07,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,687,SJC,"San Jose, CA",LAX,"Los Angeles, CA",2155,,,,,,,2315,,,1.0,D,0.0,80.0,,,308.0,,,,,
2022-05-01,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1011,BWI,"Baltimore, MD",BDL,"Hartford, CT",1735,1738.0,3.0,12.0,1750.0,1843.0,3.0,1840,1846.0,6.0,0.0,,0.0,65.0,68.0,53.0,283.0,,,,,
2020-07-01,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1225,STT,"Charlotte Amalie, VI",ATL,"Atlanta, GA",1615,1613.0,-2.0,15.0,1628.0,1945.0,3.0,1957,1948.0,-9.0,0.0,,0.0,222.0,215.0,197.0,1599.0,,,,,
2021-12-25,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2516,DAL,"Dallas, TX",MSY,"New Orleans, LA",1435,1428.0,-7.0,9.0,1437.0,1533.0,3.0,1600,1536.0,-24.0,0.0,,0.0,85.0,68.0,56.0,436.0,,,,,
2019-03-24,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,906,DEN,"Denver, CO",IAH,"Houston, TX",1530,1526.0,-4.0,14.0,1540.0,1830.0,15.0,1858,1845.0,-13.0,0.0,,0.0,148.0,139.0,110.0,862.0,,,,,
2019-03-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1157,SRQ,"Sarasota/Bradenton, FL",ORD,"Chicago, IL",1615,1611.0,-4.0,31.0,1642.0,1838.0,12.0,1815,1850.0,35.0,0.0,,0.0,180.0,219.0,176.0,1050.0,0.0,0.0,35.0,0.0,0.0
2022-05-05,JetBlue Airways,JetBlue Airways: B6,B6,20409,1273,JFK,"New York, NY",CHS,"Charleston, SC",803,800.0,-3.0,17.0,817.0,943.0,3.0,1012,946.0,-26.0,0.0,,0.0,129.0,106.0,86.0,636.0,,,,,
2019-01-27,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,262,FLL,"Fort Lauderdale, FL",ACY,"Atlantic City, NJ",1430,1443.0,13.0,28.0,1511.0,1706.0,5.0,1700,1711.0,11.0,0.0,,0.0,150.0,148.0,115.0,977.0,,,,,
2022-11-12,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2706,GRR,"Grand Rapids, MI",MSP,"Minneapolis, MN",730,720.0,-10.0,10.0,730.0,731.0,5.0,806,736.0,-30.0,0.0,,0.0,96.0,76.0,61.0,408.0,,,,,
2022-09-06,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1754,DFW,"Dallas/Fort Worth, TX",PNS,"Pensacola, FL",830,830.0,0.0,19.0,849.0,1016.0,4.0,1014,1020.0,6.0,0.0,,0.0,104.0,110.0,87.0,604.0,,,,,
2021-05-25,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5037,CLT,"Charlotte, NC",RDU,"Raleigh/Durham, NC",914,906.0,-8.0,30.0,936.0,1005.0,4.0,1029,1009.0,-20.0,0.0,,0.0,75.0,63.0,29.0,130.0,,,,,
2019-04-23,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,498,ORD,"Chicago, IL",IAD,"Washington, DC",1330,1329.0,-1.0,23.0,1352.0,1612.0,3.0,1620,1615.0,-5.0,0.0,,0.0,110.0,106.0,80.0,588.0,,,,,
2021-07-04,Allegiant Air,Allegiant Air: G4,G4,20368,46,LAS,"Las Vegas, NV",GEG,"Spokane, WA",625,639.0,14.0,28.0,707.0,854.0,4.0,833,858.0,25.0,0.0,,0.0,128.0,139.0,107.0,806.0,0.0,0.0,25.0,0.0,0.0
2019-04-03,ExpressJet Airlines LLC d/b/a aha!,ExpressJet Airlines LLC d/b/a aha!: EV,EV,20366,4450,TUL,"Tulsa, OK",IAH,"Houston, TX",859,852.0,-7.0,10.0,902.0,1014.0,14.0,1045,1028.0,-17.0,0.0,,0.0,106.0,96.0,72.0,429.0,,,,,
2022-03-06,JetBlue Airways,JetBlue Airways: B6,B6,20409,406,FLL,"Fort Lauderdale, FL",EWR,"Newark, NJ",2030,2030.0,0.0,14.0,2044.0,2309.0,11.0,2328,2320.0,-8.0,0.0,,0.0,178.0,170.0,145.0,1065.0,,,,,
2023-04-15,Republic Airline,Republic Airline: YX,YX,20452,3615,MSP,"Minneapolis, MN",EWR,"Newark, NJ",1325,714.0,1069.0,55.0,809.0,1134.0,33.0,1723,1207.0,1124.0,0.0,,0.0,178.0,233.0,145.0,1008.0,0.0,0.0,1124.0,0.0,0.0
2023-01-03,Allegiant Air,Allegiant Air: G4,G4,20368,1206,USA,"Concord, NC",SFB,"Sanford, FL",1541,1531.0,-10.0,12.0,1543.0,1653.0,18.0,1709,1711.0,2.0,0.0,,0.0,88.0,100.0,70.0,457.0,,,,,
2019-01-31,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,231,DFW,"Dallas/Fort Worth, TX",RNO,"Reno, NV",1140,1135.0,-5.0,16.0,1151.0,1241.0,6.0,1318,1247.0,-31.0,0.0,,0.0,218.0,192.0,170.0,1345.0,,,,,
2021-06-08,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1378,ORD,"Chicago, IL",ABQ,"Albuquerque, NM",1315,1316.0,1.0,14.0,1330.0,1457.0,8.0,1516,1505.0,-11.0,0.0,,0.0,181.0,169.0,147.0,1118.0,,,,,
2019-06-21,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1214,SLC,"Salt Lake City, UT",DFW,"Dallas/Fort Worth, TX",600,558.0,-2.0,10.0,608.0,915.0,14.0,940,929.0,-11.0,0.0,,0.0,160.0,151.0,127.0,989.0,,,,,
2021-12-28,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5311,IAH,"Houston, TX",BOI,"Boise, ID",1805,1835.0,30.0,16.0,1851.0,2121.0,3.0,2110,2124.0,14.0,0.0,,0.0,245.0,229.0,210.0,1482.0,,,,,
2019-12-25,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3711,BNA,"Nashville, TN",MCI,"Kansas City, MO",1715,1711.0,-4.0,8.0,1719.0,1835.0,6.0,1855,1841.0,-14.0,0.0,,0.0,100.0,90.0,76.0,491.0,,,,,
2023-07-23,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1182,AUS,"Austin, TX",IAH,"Houston, TX",520,521.0,1.0,18.0,539.0,606.0,9.0,617,615.0,-2.0,0.0,,0.0,57.0,54.0,27.0,140.0,,,,,
2019-07-18,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,992,IND,"Indianapolis, IN",TPA,"Tampa, FL",2135,2254.0,79.0,6.0,2300.0,44.0,3.0,2350,47.0,57.0,0.0,,0.0,135.0,113.0,104.0,837.0,57.0,0.0,0.0,0.0,0.0
2019-11-02,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2520,DFW,"Dallas/Fort Worth, TX",ORD,"Chicago, IL",1851,1859.0,8.0,13.0,1912.0,2058.0,12.0,2119,2110.0,-9.0,0.0,,0.0,148.0,131.0,106.0,801.0,,,,,
2021-06-01,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3032,DFW,"Dallas/Fort Worth, TX",BIL,"Billings, MT",1900,1859.0,-1.0,15.0,1914.0,2048.0,4.0,2058,2052.0,-6.0,0.0,,0.0,178.0,173.0,154.0,1081.0,,,,,
2022-05-28,Republic Airline,Republic Airline: YX,YX,20452,3593,MHT,"Manchester, NH",EWR,"Newark, NJ",600,555.0,-5.0,18.0,613.0,700.0,6.0,737,706.0,-31.0,0.0,,0.0,97.0,71.0,47.0,209.0,,,,,
2022-10-08,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2720,DFW,"Dallas/Fort Worth, TX",TUS,"Tucson, AZ",826,820.0,-6.0,18.0,838.0,832.0,5.0,850,837.0,-13.0,0.0,,0.0,144.0,137.0,114.0,813.0,,,,,
2020-10-28,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5047,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",1745,1740.0,-5.0,11.0,1751.0,1907.0,14.0,1932,1921.0,-11.0,0.0,,0.0,107.0,101.0,76.0,501.0,,,,,
2019-01-01,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,345,ATL,"Atlanta, GA",DAB,"Daytona Beach, FL",939,935.0,-4.0,12.0,947.0,1041.0,3.0,1055,1044.0,-11.0,0.0,,0.0,76.0,69.0,54.0,366.0,,,,,
2020-12-28,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5327,SFO,"San Francisco, CA",BOI,"Boise, ID",1825,1823.0,-2.0,17.0,1840.0,2108.0,3.0,2105,2111.0,6.0,0.0,,0.0,100.0,108.0,88.0,522.0,,,,,
2022-01-02,Republic Airline,Republic Airline: YX,YX,20452,3467,ORD,"Chicago, IL",DCA,"Washington, DC",1935,,,,,,,2241,,,1.0,B,0.0,126.0,,,612.0,,,,,
2022-05-17,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4041,BWI,"Baltimore, MD",MHT,"Manchester, NH",755,750.0,-5.0,13.0,803.0,902.0,5.0,915,907.0,-8.0,0.0,,0.0,80.0,77.0,59.0,377.0,,,,,
2020-03-04,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1013,SFO,"San Francisco, CA",DEN,"Denver, CO",1252,1251.0,-1.0,20.0,1311.0,1612.0,9.0,1629,1621.0,-8.0,0.0,,0.0,157.0,150.0,121.0,967.0,,,,,
2021-12-20,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5056,PRC,"Prescott, AZ",DEN,"Denver, CO",600,608.0,8.0,11.0,619.0,739.0,10.0,759,749.0,-10.0,0.0,,0.0,119.0,101.0,80.0,557.0,,,,,
2023-07-03,JetBlue Airways,JetBlue Airways: B6,B6,20409,431,BOS,"Boston, MA",LGA,"New York, NY",1400,1350.0,-10.0,15.0,1405.0,1449.0,6.0,1521,1455.0,-26.0,0.0,,0.0,81.0,65.0,44.0,184.0,,,,,
2020-01-06,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1530,LAX,"Los Angeles, CA",ATL,"Atlanta, GA",1030,1035.0,5.0,15.0,1050.0,1724.0,4.0,1740,1728.0,-12.0,0.0,,0.0,250.0,233.0,214.0,1947.0,,,,,
2021-02-26,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,440,SMF,"Sacramento, CA",DEN,"Denver, CO",530,526.0,-4.0,11.0,537.0,832.0,7.0,847,839.0,-8.0,0.0,,0.0,137.0,133.0,115.0,909.0,,,,,
2023-04-08,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3355,MDW,"Chicago, IL",SAT,"San Antonio, TX",2120,2133.0,13.0,7.0,2140.0,2.0,3.0,15,5.0,-10.0,0.0,,0.0,175.0,152.0,142.0,1036.0,,,,,
2021-06-12,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1031,DTW,"Detroit, MI",ATL,"Atlanta, GA",1330,1332.0,2.0,10.0,1342.0,1522.0,6.0,1531,1528.0,-3.0,0.0,,0.0,121.0,116.0,100.0,594.0,,,,,
2019-04-16,Envoy Air,Envoy Air: MQ,MQ,20398,3657,GRR,"Grand Rapids, MI",ORD,"Chicago, IL",1414,1409.0,-5.0,13.0,1422.0,1355.0,15.0,1420,1410.0,-10.0,0.0,,0.0,66.0,61.0,33.0,137.0,,,,,
2023-01-16,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5762,DEN,"Denver, CO",SLC,"Salt Lake City, UT",1720,1725.0,5.0,23.0,1748.0,1902.0,7.0,1907,1909.0,2.0,0.0,,0.0,107.0,104.0,74.0,391.0,,,,,
2019-01-07,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,397,SAT,"San Antonio, TX",DAL,"Dallas, TX",1350,1401.0,11.0,6.0,1407.0,1452.0,3.0,1455,1455.0,0.0,0.0,,0.0,65.0,54.0,45.0,248.0,,,,,
2019-05-25,Republic Airline,Republic Airline: YX,YX,20452,3604,MSY,"New Orleans, LA",EWR,"Newark, NJ",1330,1416.0,46.0,11.0,1427.0,1800.0,9.0,1740,1809.0,29.0,0.0,,0.0,190.0,173.0,153.0,1167.0,0.0,0.0,13.0,0.0,16.0
2021-11-20,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,444,SEA,"Seattle, WA",LAX,"Los Angeles, CA",930,931.0,1.0,11.0,942.0,1147.0,9.0,1220,1156.0,-24.0,0.0,,0.0,170.0,145.0,125.0,954.0,,,,,
2021-02-19,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1673,CMH,"Columbus, OH",MCO,"Orlando, FL",745,740.0,-5.0,19.0,759.0,1001.0,10.0,1005,1011.0,6.0,0.0,,0.0,140.0,151.0,122.0,802.0,,,,,
2020-08-07,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5437,SRQ,"Sarasota/Bradenton, FL",CLT,"Charlotte, NC",622,619.0,-3.0,19.0,638.0,757.0,14.0,813,811.0,-2.0,0.0,,0.0,111.0,112.0,79.0,547.0,,,,,
2020-01-07,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,779,STL,"St. Louis, MO",SEA,"Seattle, WA",1940,1924.0,-16.0,12.0,1936.0,2201.0,6.0,2215,2207.0,-8.0,0.0,,0.0,275.0,283.0,265.0,1709.0,,,,,
2019-02-27,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,760,MDW,"Chicago, IL",MHT,"Manchester, NH",2120,2203.0,43.0,15.0,2218.0,52.0,4.0,25,56.0,31.0,0.0,,0.0,125.0,113.0,94.0,838.0,31.0,0.0,0.0,0.0,0.0
2019-11-27,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,121,SJU,"San Juan, PR",TPA,"Tampa, FL",1857,1856.0,-1.0,14.0,1910.0,2049.0,8.0,2110,2057.0,-13.0,0.0,,0.0,193.0,181.0,159.0,1237.0,,,,,
2019-02-11,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1721,SFO,"San Francisco, CA",SAN,"San Diego, CA",1115,1226.0,71.0,19.0,1245.0,1348.0,16.0,1250,1404.0,74.0,0.0,,0.0,95.0,98.0,63.0,447.0,71.0,0.0,3.0,0.0,0.0
2020-02-26,JetBlue Airways,JetBlue Airways: B6,B6,20409,965,BOS,"Boston, MA",RSW,"Fort Myers, FL",1544,1538.0,-6.0,24.0,1602.0,1942.0,7.0,1920,1949.0,29.0,0.0,,0.0,216.0,251.0,220.0,1249.0,0.0,0.0,29.0,0.0,0.0
2022-07-14,Republic Airline,Republic Airline: YX,YX,20452,4649,DCA,"Washington, DC",CHS,"Charleston, SC",1346,1343.0,-3.0,20.0,1403.0,1523.0,5.0,1529,1528.0,-1.0,0.0,,0.0,103.0,105.0,80.0,444.0,,,,,
2019-08-04,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5754,PHX,"Phoenix, AZ",ELP,"El Paso, TX",1231,1226.0,-5.0,22.0,1248.0,1439.0,2.0,1448,1441.0,-7.0,0.0,,0.0,77.0,75.0,51.0,347.0,,,,,
2019-03-05,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1168,ORD,"Chicago, IL",SAN,"San Diego, CA",1320,1315.0,-5.0,12.0,1327.0,1533.0,5.0,1545,1538.0,-7.0,0.0,,0.0,265.0,263.0,246.0,1723.0,,,,,
2023-04-06,JetBlue Airways,JetBlue Airways: B6,B6,20409,1248,TPA,"Tampa, FL",LGA,"New York, NY",1016,1007.0,-9.0,48.0,1055.0,1309.0,9.0,1304,1318.0,14.0,0.0,,0.0,168.0,191.0,134.0,1010.0,,,,,
2020-07-03,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1710,SLC,"Salt Lake City, UT",MSP,"Minneapolis, MN",1349,1346.0,-3.0,21.0,1407.0,1707.0,4.0,1710,1711.0,1.0,0.0,,0.0,141.0,145.0,120.0,991.0,,,,,
2019-05-13,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1232,DCA,"Washington, DC",JFK,"New York, NY",605,600.0,-5.0,11.0,611.0,657.0,19.0,720,716.0,-4.0,0.0,,0.0,75.0,76.0,46.0,213.0,,,,,
2019-04-04,Republic Airline,Republic Airline: YX,YX,20452,4420,CMH,"Columbus, OH",PHL,"Philadelphia, PA",559,557.0,-2.0,14.0,611.0,722.0,5.0,735,727.0,-8.0,0.0,,0.0,96.0,90.0,71.0,406.0,,,,,
2021-04-02,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,607,IND,"Indianapolis, IN",DEN,"Denver, CO",1319,1310.0,-9.0,12.0,1322.0,1339.0,12.0,1418,1351.0,-27.0,0.0,,0.0,179.0,161.0,137.0,977.0,,,,,
2019-03-29,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,530,IAH,"Houston, TX",SAT,"San Antonio, TX",2000,1955.0,-5.0,17.0,2012.0,2048.0,3.0,2103,2051.0,-12.0,0.0,,0.0,63.0,56.0,36.0,191.0,,,,,
2019-09-12,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,3338,LGA,"New York, NY",PWM,"Portland, ME",1755,1745.0,-10.0,24.0,1809.0,1857.0,3.0,1918,1900.0,-18.0,0.0,,0.0,83.0,75.0,48.0,269.0,,,,,
2021-06-26,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1014,SEA,"Seattle, WA",ORD,"Chicago, IL",1033,1055.0,22.0,16.0,1111.0,1652.0,7.0,1642,1659.0,17.0,0.0,,0.0,249.0,244.0,221.0,1721.0,0.0,0.0,0.0,0.0,17.0
2022-05-30,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2013,TUL,"Tulsa, OK",DFW,"Dallas/Fort Worth, TX",1431,1426.0,-5.0,13.0,1439.0,1521.0,12.0,1554,1533.0,-21.0,0.0,,0.0,83.0,67.0,42.0,237.0,,,,,
2022-11-11,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,229,PHL,"Philadelphia, PA",SAN,"San Diego, CA",1830,1848.0,18.0,21.0,1909.0,2120.0,3.0,2123,2123.0,0.0,0.0,,0.0,353.0,335.0,311.0,2370.0,,,,,
2020-03-17,Envoy Air,Envoy Air: MQ,MQ,20398,3620,GRK,"Killeen, TX",DFW,"Dallas/Fort Worth, TX",1606,1658.0,52.0,32.0,1730.0,1810.0,20.0,1705,1830.0,85.0,0.0,,0.0,59.0,92.0,40.0,134.0,0.0,0.0,33.0,0.0,52.0
2020-04-20,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,246,BNA,"Nashville, TN",ATL,"Atlanta, GA",1055,,,,,,,1300,,,1.0,D,0.0,65.0,,,214.0,,,,,
2022-07-31,Envoy Air,Envoy Air: MQ,MQ,20398,3831,DFW,"Dallas/Fort Worth, TX",SBP,"San Luis Obispo, CA",1908,1918.0,10.0,17.0,1935.0,2029.0,5.0,2033,2034.0,1.0,0.0,,0.0,205.0,196.0,174.0,1360.0,,,,,
2020-02-25,Republic Airline,Republic Airline: YX,YX,20452,4508,ILM,"Wilmington, NC",LGA,"New York, NY",1102,1051.0,-11.0,16.0,1107.0,1222.0,13.0,1250,1235.0,-15.0,0.0,,0.0,108.0,104.0,75.0,500.0,,,,,
2019-02-20,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,59,LAX,"Los Angeles, CA",KOA,"Kona, HI",820,827.0,7.0,18.0,845.0,1156.0,5.0,1228,1201.0,-27.0,0.0,,0.0,368.0,334.0,311.0,2504.0,,,,,
2020-08-16,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1298,CMH,"Columbus, OH",ATL,"Atlanta, GA",1050,1046.0,-4.0,10.0,1056.0,1202.0,4.0,1220,1206.0,-14.0,0.0,,0.0,90.0,80.0,66.0,447.0,,,,,
2021-02-25,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2315,PHX,"Phoenix, AZ",DEN,"Denver, CO",2009,2004.0,-5.0,24.0,2028.0,2149.0,8.0,2211,2157.0,-14.0,0.0,,0.0,122.0,113.0,81.0,602.0,,,,,
2021-10-25,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5381,CLT,"Charlotte, NC",GSP,"Greer, SC",936,926.0,-10.0,41.0,1007.0,1024.0,3.0,1029,1027.0,-2.0,0.0,,0.0,53.0,61.0,17.0,75.0,,,,,
2023-02-01,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1854,DEN,"Denver, CO",LAS,"Las Vegas, NV",1420,1444.0,24.0,10.0,1454.0,1517.0,8.0,1515,1525.0,10.0,0.0,,0.0,115.0,101.0,83.0,628.0,,,,,
2023-03-21,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4953,ATL,"Atlanta, GA",VLD,"Valdosta, GA",1534,1529.0,-5.0,15.0,1544.0,1622.0,5.0,1638,1627.0,-11.0,0.0,,0.0,64.0,58.0,38.0,208.0,,,,,
2019-04-08,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1977,TPA,"Tampa, FL",MIA,"Miami, FL",614,606.0,-8.0,14.0,620.0,656.0,4.0,717,700.0,-17.0,0.0,,0.0,63.0,54.0,36.0,204.0,,,,,
2021-03-27,Envoy Air,Envoy Air: MQ,MQ,20398,4294,JLN,"Joplin, MO",DFW,"Dallas/Fort Worth, TX",1750,1740.0,-10.0,8.0,1748.0,1855.0,9.0,1927,1904.0,-23.0,0.0,,0.0,97.0,84.0,67.0,327.0,,,,,
2021-12-02,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1218,SLC,"Salt Lake City, UT",MCI,"Kansas City, MO",2103,2100.0,-3.0,13.0,2113.0,10.0,5.0,29,15.0,-14.0,0.0,,0.0,146.0,135.0,117.0,920.0,,,,,
2019-01-13,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,220,ORD,"Chicago, IL",MSP,"Minneapolis, MN",1940,1941.0,1.0,24.0,2005.0,2101.0,4.0,2109,2105.0,-4.0,0.0,,0.0,89.0,84.0,56.0,334.0,,,,,
2019-03-15,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2535,MKE,"Milwaukee, WI",LAS,"Las Vegas, NV",1130,1129.0,-1.0,7.0,1136.0,1314.0,9.0,1330,1323.0,-7.0,0.0,,0.0,240.0,234.0,218.0,1524.0,,,,,
2022-04-14,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3509,MSP,"Minneapolis, MN",MKE,"Milwaukee, WI",1944,1941.0,-3.0,29.0,2010.0,2054.0,5.0,2050,2059.0,9.0,0.0,,0.0,66.0,78.0,44.0,297.0,,,,,
2021-10-25,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1376,CLT,"Charlotte, NC",EWR,"Newark, NJ",754,743.0,-11.0,29.0,812.0,929.0,8.0,945,937.0,-8.0,0.0,,0.0,111.0,114.0,77.0,529.0,,,,,
