cluster,DOT_CODE,FL_NUMBER,CRS_DEP_TIME,CRS_ARR_TIME,CRS_ELAPSED_TIME,DISTANCE,departure_hour,is_peak_hour,is_night_flight,is_long_flight,FL_DATE,AIRLINE,ORIGIN,DEST,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,flight_speed_est,route_frequency,DISTANCE_x_departure_hour,DISTANCE_x_flight_speed_est,departure_hour_x_flight_speed_est
0,0.028775906,0.09627484,-0.0046056635,-0.0028611862,-0.28410268,-0.29015836,-0.004513899,-0.006618693,0.0005172129,-0.36888972,-0.0030098408,0.033371616,-0.027493114,-0.025534218,-0.31237662,-0.01873487,0.04482761,-0.082432255,0.011420596,-0.022449777,-0.0052601257,-0.0071048867,0.017058201,-0.015577856,-0.0040914165,0.00028089652
1,-0.21146378,-0.70748913,0.03384547,0.021025764,2.087768,2.1322694,0.033171143,0.048638485,-0.0038006871,2.7108374,0.02211866,-0.24523611,0.20203727,0.18764164,2.295543,0.1376758,-0.3294219,0.60576504,-0.083925776,0.16497523,0.03865466,0.05221124,-0.12535456,0.11447607,0.03006635,-0.0020642022
